age_category,session_duration,tracks_listened,unique_artists
26-35,14.304765894333503,2,1
50+,17.941398331936025,4,1
18-25,16.909595096292524,5,2
26-35,19.874731390901307,5,2
26-35,25.375500410038452,8,3
50+,22.468137687477984,7,3
36-50,22.18792667806642,5,1
26-35,36.279158080429035,10,3
26-35,37.27200702544606,8,3
36-50,31.149225827556723,7,3
18-25,19.609068110311966,6,2
18-25,16.652474917426286,4,1
Under 18,19.764117330567082,4,2
36-50,28.75193303467396,6,2
36-50,28.392180651033563,8,3
Under 18,1.8335462513728302,1,1
26-35,27.44679419166695,7,2
18-25,3.4239128533108385,1,1
Under 18,19.86652218862869,6,3
50+,15.354981597356876,3,1
18-25,14.141561200460666,3,1
Under 18,25.944789474052158,7,2
26-35,19.82171125276866,5,2
26-35,24.923962814572814,5,2
Under 18,13.473425035817206,2,1
26-35,25.58977512547939,5,2
26-35,32.67784330334614,7,2
Under 18,13.854863187634574,3,1
18-25,24.479555596825783,5,2
26-35,25.451889953671152,7,4
18-25,20.331238166308037,5,2
50+,16.247960747640136,4,1
36-50,26.640443276251688,6,2
50+,21.35458904718962,4,1
18-25,19.0659561464674,4,1
50+,19.013391448904443,5,3
18-25,25.20083312854763,5,2
18-25,23.790634518213455,5,3
Under 18,17.853543281623764,4,2
Under 18,28.159954887717127,7,2
26-35,31.913102549166787,10,4
18-25,34.77867313160385,11,6
18-25,9.013014052389593,1,1
26-35,30.615885114529245,6,3
18-25,28.064626851750674,8,2
26-35,33.041336892742855,9,3
18-25,18.231008601831245,5,1
36-50,13.821060413107748,3,1
36-50,31.23792766500499,10,3
18-25,16.627791227328863,3,1
18-25,17.93188579812553,3,1
18-25,34.46584156139123,8,3
36-50,14.36131479864865,3,1
18-25,25.732215721996454,6,2
18-25,14.723486415202682,4,1
Under 18,14.569870236522256,3,1
18-25,21.173569101070587,5,2
18-25,24.73462359249779,5,1
36-50,27.70120423135056,7,3
18-25,27.57031219371185,7,3
18-25,15.053886805454214,3,1
36-50,15.13883835698735,3,1
36-50,19.944136616036623,4,1
18-25,22.432350606339003,5,2
18-25,18.560533003822705,4,2
18-25,0.0,1,1
50+,8.864100877569115,1,1
Under 18,18.31668826758734,5,1
50+,22.2760042645978,6,2
26-35,17.762826336643823,4,1
26-35,30.864569159720524,6,2
Under 18,9.527274362671168,2,1
18-25,21.78897964904919,4,1
18-25,21.83996429871391,5,2
18-25,23.281172638426618,5,1
26-35,16.933748199243468,4,1
50+,10.26183471100251,2,1
26-35,30.808415397734493,6,2
26-35,12.790730306014323,3,1
Under 18,14.60363213856582,3,1
18-25,29.741778376119797,9,3
Under 18,21.189222637516405,4,1
26-35,27.950031934531843,5,1
50+,21.12367869618338,4,1
26-35,29.7129572656907,8,3
Under 18,19.851017844046066,6,3
18-25,13.69004802652098,4,2
26-35,46.472462522940916,15,9
18-25,17.951557011131822,4,2
36-50,23.986279065824373,7,3
36-50,24.64083499307499,5,2
26-35,20.73639633410181,6,2
18-25,17.02017724916382,3,1
18-25,30.417629022484583,6,3
Under 18,14.82715743271628,3,1
18-25,22.887008919393537,4,2
18-25,26.270977310645073,7,4
26-35,23.286859288668875,5,2
26-35,24.248928548471365,7,3
Under 18,26.698336029251493,6,3
18-25,19.038553696931228,5,1
18-25,5.45954211176551,1,1
18-25,30.527183416462414,7,4
36-50,16.147147120583824,4,1
Under 18,21.50833731593601,5,2
18-25,10.775551806660834,2,1
18-25,16.42384452697689,3,1
36-50,19.381084621669597,4,2
26-35,26.393368754313318,6,2
18-25,13.860074113735362,2,1
26-35,40.86267707931661,9,3
26-35,25.196257164769733,5,2
50+,22.40520909550736,5,2
18-25,19.938019138476353,5,1
36-50,27.983608537946154,7,3
50+,7.4967499027010565,2,1
50+,14.476272495291557,3,1
26-35,20.825632619779014,4,1
26-35,20.760916007724383,6,2
18-25,23.630744862800164,5,1
36-50,25.522989837187026,5,1
26-35,24.407588143380554,5,2
26-35,24.605628974852618,5,1
18-25,37.08358163449179,7,3
26-35,27.596747553609752,6,2
36-50,8.648756386254163,1,1
Under 18,25.390786792188447,5,3
36-50,25.356791320437452,6,3
26-35,34.27475929315429,8,3
36-50,25.59038936918063,5,3
18-25,13.666717678866071,3,1
18-25,26.230031874040712,7,3
50+,18.49652977873409,4,1
18-25,27.3231502013568,6,2
36-50,31.287394281022777,10,4
18-25,19.1469361613039,5,2
26-35,32.00637572992344,6,2
18-25,27.235574356441635,5,2
26-35,26.269998942370453,5,2
18-25,33.70663161171292,7,3
Under 18,27.318803508697446,6,3
18-25,15.902283920035085,5,2
Under 18,21.820555462705403,5,2
50+,22.300844515010276,5,2
50+,27.6004471021323,8,3
18-25,24.3459961274302,6,3
26-35,27.31568096113013,7,3
18-25,28.846700355303803,7,2
26-35,23.244365929508447,5,3
36-50,16.060107369768843,3,1
50+,21.518781791140764,5,1
18-25,17.352822192194154,5,2
36-50,38.2946136227225,7,3
18-25,21.770789538432314,4,2
50+,21.549344938989147,5,1
Under 18,15.601724326514557,3,1
26-35,35.1168033826538,7,3
26-35,24.784407548553133,7,2
26-35,24.003708897356493,6,3
Under 18,19.296345221853535,6,2
50+,11.542978500193357,2,1
18-25,18.246313656393962,4,2
26-35,29.369326402330707,9,3
18-25,9.182296323938075,2,1
18-25,27.1516831679796,5,2
26-35,22.853292366975012,5,3
18-25,21.713087139058825,5,1
18-25,4.361899224219428,1,1
18-25,21.574909424601678,5,3
18-25,12.697971824197085,3,1
36-50,19.891249810174493,5,1
36-50,12.595206744897533,2,1
Under 18,13.826829057865353,3,1
18-25,18.855091796578748,5,2
Under 18,18.09773303628521,5,2
Under 18,26.191712453413594,5,1
26-35,10.055431005400962,3,1
26-35,24.5890456359928,5,2
18-25,19.306421635964433,4,2
18-25,16.79535055397275,5,1
Under 18,13.60755879078218,4,1
36-50,28.613062493078775,6,2
50+,28.238567829831595,6,2
Under 18,8.001571663264027,2,1
18-25,13.530705078985829,3,1
36-50,15.973836774011712,4,1
50+,16.59239149317946,4,1
18-25,28.790919712569384,8,4
Under 18,23.69369330592331,5,1
Under 18,18.923031989435206,5,2
26-35,25.130900492988992,6,2
18-25,17.766911422112365,4,2
Under 18,25.17052780974282,8,3
26-35,31.882681028592003,8,4
Under 18,24.139085407197143,6,3
36-50,8.820752268227437,2,1
18-25,20.09198530079337,4,2
Under 18,18.694250097496422,4,1
26-35,32.930428900595224,7,2
18-25,21.673745824026643,5,2
50+,20.78369271466197,6,2
26-35,21.037623630636496,4,2
18-25,26.575788652566658,6,2
26-35,34.870517838710455,7,3
18-25,8.611060357498724,1,1
50+,11.519054899559734,2,1
18-25,25.337175879834334,5,2
26-35,23.620861642174056,7,3
Under 18,27.20099580641721,5,2
18-25,21.69274555931354,5,1
36-50,26.15720628313618,5,1
36-50,17.516575721586392,5,2
18-25,22.37855689418814,6,3
18-25,22.398423275790183,4,1
36-50,17.86663600204445,3,1
50+,23.008467383876017,5,1
Under 18,6.732748521282302,1,1
18-25,21.453949256166812,4,2
18-25,10.941458623477665,3,1
36-50,15.866190149469627,3,1
Under 18,26.901908218073682,5,1
18-25,12.300526144144685,3,1
36-50,15.147165972237296,3,1
Under 18,24.06225544697488,6,2
18-25,12.224511411847471,3,1
18-25,27.127466688233724,5,2
18-25,24.512236274200525,6,2
18-25,14.556492963428905,2,1
26-35,32.84300545754446,7,2
18-25,6.430015942847611,1,1
26-35,28.779931051724628,6,2
36-50,14.52261085452586,4,1
36-50,18.860203522806952,5,2
18-25,16.789030466892815,5,2
Under 18,28.969781226126834,9,4
18-25,16.491045190374734,3,1
18-25,19.449664215851566,5,2
18-25,16.932785686110385,3,1
26-35,17.138878825553277,4,1
Under 18,12.787891282623942,2,1
Under 18,22.16109829271634,5,1
18-25,19.81527732393178,5,2
26-35,31.10013264431621,10,4
18-25,18.30555590113698,4,1
26-35,23.32272898721997,4,1
18-25,25.36027058054448,7,3
36-50,19.767354453969425,4,1
36-50,13.36245760947368,3,1
18-25,25.93282892223131,6,3
18-25,15.260012851617319,4,1
18-25,20.468205920187486,6,3
18-25,15.614403708014635,3,1
26-35,17.21998625320884,4,1
36-50,10.607669641951029,2,1
26-35,27.71332524105211,5,2
36-50,1.6365129210001683,1,1
18-25,29.08841343313588,6,2
18-25,27.224112654786133,8,5
26-35,17.723982383836024,3,1
18-25,31.11777037047451,7,3
26-35,41.48639354347371,10,5
18-25,18.086784701556752,4,2
Under 18,22.87679308363348,5,2
50+,18.681348172649425,3,1
18-25,30.59531186942627,9,5
50+,11.036838277236857,2,1
50+,16.863152136498215,4,1
36-50,27.516387148364107,7,3
26-35,31.50827100156321,7,3
26-35,24.65753457422807,7,2
36-50,30.353866437816453,7,3
18-25,21.634348298175613,5,2
18-25,20.79590128367769,5,2
26-35,30.576344190845425,8,3
18-25,19.573732746518967,4,1
18-25,20.35183096561122,4,1
18-25,14.488956029407532,3,1
26-35,48.4672239456884,11,4
36-50,19.159522743012474,4,2
18-25,25.10471115327835,7,2
50+,27.543619247129012,5,2
26-35,14.257441089235618,4,1
36-50,25.66704737345644,6,2
26-35,25.18530161175686,5,3
36-50,32.76838965328943,9,3
Under 18,13.63552220251471,3,1
36-50,17.486471553634573,5,2
Under 18,19.650642827219183,4,2
36-50,19.038913660542477,4,2
50+,15.703611900460757,3,1
18-25,34.19900525978075,10,5
18-25,20.889298912759926,6,2
36-50,17.291887399013227,4,1
18-25,17.269882745118963,5,1
36-50,24.429349356101095,6,2
Under 18,22.36157309311789,4,1
Under 18,15.959153747087662,3,1
50+,9.859841543198401,3,1
26-35,24.59567792439835,5,1
36-50,21.53443044776218,5,2
18-25,15.477088452302876,5,1
26-35,35.238238128526575,7,2
26-35,29.596623206801695,6,2
26-35,26.078546919213657,5,2
26-35,22.114309659759417,4,2
26-35,38.864228987829684,11,5
18-25,11.918690114020741,2,1
18-25,16.5238275524312,5,1
36-50,19.285791492169206,3,1
18-25,22.092724293708716,6,2
26-35,30.287078642995752,6,3
18-25,10.643977667210564,2,1
26-35,19.523119802765656,4,1
26-35,28.581155144613714,5,2
18-25,15.343973755926935,4,2
Under 18,17.18756739335906,3,1
Under 18,21.208512915189583,4,1
26-35,17.1605961544805,4,1
36-50,23.665667936276204,5,3
Under 18,24.2879188571508,6,2
26-35,25.307094229726644,6,3
18-25,29.97768670570266,9,4
18-25,25.077957584441485,5,2
50+,17.795391339024857,5,1
18-25,17.750026523679715,5,1
18-25,32.28303467723988,8,4
Under 18,15.369800273696622,3,1
Under 18,18.09479210998863,4,1
18-25,17.131283132367088,4,1
Under 18,22.7846237283609,6,2
26-35,43.04125035610474,13,5
18-25,21.726708969361972,5,1
26-35,22.423407525403256,5,1
18-25,21.32070100871413,6,2
18-25,10.809989740835688,2,1
26-35,23.49772473904742,6,2
50+,26.520421445625242,8,2
Under 18,24.633929985747614,8,4
36-50,29.385803924425943,7,2
26-35,33.10677124073594,6,3
26-35,19.32960299303744,4,2
26-35,40.29590590557985,12,7
Under 18,7.567660184113041,2,1
Under 18,22.327481719931843,6,3
26-35,8.522799513853801,1,1
18-25,8.006846712150413,1,1
50+,22.67782575420603,4,1
18-25,15.160670592247428,3,1
Under 18,28.714199044148607,9,5
26-35,7.60506043642312,1,1
18-25,19.380442596357618,6,2
26-35,15.272460333137174,3,1
26-35,22.371829459998295,5,1
50+,25.74174307658771,5,2
36-50,32.75081328117345,9,3
26-35,29.103431321998023,7,2
26-35,12.243043092417073,4,1
50+,11.966575571128706,2,1
18-25,21.120384734932944,6,2
Under 18,14.358637668291426,4,2
18-25,24.60580776783506,5,2
18-25,31.73147588678347,9,3
26-35,17.138640847808233,3,1
26-35,17.839507521931434,4,1
26-35,15.556518562757782,3,1
Under 18,18.22018751951024,5,2
26-35,25.41781983891909,7,3
18-25,20.151070380873243,4,1
26-35,32.18148229837793,6,2
26-35,28.14377290477455,8,4
18-25,19.589000938155195,6,3
Under 18,20.286407859392195,5,2
Under 18,20.59858481533979,4,1
36-50,21.65317586325373,5,2
50+,14.61442667333834,3,1
26-35,15.37543488908619,3,1
Under 18,20.995940039917357,4,1
18-25,16.50489844528196,3,1
26-35,29.200831355521714,8,3
36-50,22.431896082387134,5,2
Under 18,20.104401146887863,5,2
Under 18,26.891315949460292,5,3
26-35,13.763106630757202,4,2
18-25,32.38474403404818,7,2
18-25,4.705143281680337,1,1
Under 18,30.155569867048126,6,2
26-35,26.606695979010265,7,4
36-50,18.85573856610285,3,1
50+,10.641818156207725,2,1
26-35,20.204082967748594,5,1
26-35,23.690583537195533,7,3
Under 18,21.364426374886147,4,2
26-35,36.56477910891523,9,3
18-25,20.51389939450497,4,1
26-35,27.557232198758047,7,3
18-25,22.450796546207453,6,3
18-25,17.707236328602374,4,1
Under 18,18.65455151887049,4,1
18-25,19.251332847140116,4,2
Under 18,24.38518226440761,5,1
18-25,13.609498747426215,3,1
50+,15.467114438707423,4,1
18-25,22.4943745893135,5,3
26-35,16.3881319527501,5,2
36-50,22.681901123883144,5,2
50+,15.271612182154477,3,1
26-35,29.042289839456174,8,3
36-50,30.242937896740777,8,2
18-25,16.18760965551358,4,1
18-25,25.303905889101422,5,1
18-25,21.404222297317812,5,2
26-35,21.92943558974063,4,1
26-35,25.053053838760633,8,3
18-25,29.08569788164531,7,2
Under 18,18.79726114735226,3,1
26-35,35.4728601668242,8,2
Under 18,19.16023450624017,6,2
26-35,13.70058292440045,3,1
26-35,23.826076978374125,7,3
26-35,13.077554518843604,3,1
36-50,20.09372743296987,5,2
36-50,19.863289593981197,4,1
18-25,32.71798960535503,8,3
26-35,37.874941127339014,8,3
26-35,25.683182264600482,7,4
18-25,28.479495020294813,7,3
Under 18,17.215802569820376,5,1
18-25,10.00929233653018,3,1
18-25,23.69478586923302,5,2
26-35,27.8910618224119,9,4
36-50,16.374822652011126,3,1
18-25,13.74688173247036,2,1
Under 18,26.576967347246164,7,3
50+,9.582349985133622,2,1
Under 18,23.907267530044145,5,2
18-25,17.798669419969777,3,1
26-35,29.476508853840777,6,3
26-35,32.90644581832563,10,4
Under 18,13.879733297270416,3,1
Under 18,12.018792627402775,3,1
Under 18,30.264004949077194,6,2
26-35,24.54250884781211,5,2
26-35,27.621982688425728,6,2
18-25,26.375394924162897,5,1
26-35,17.30969578974899,4,1
36-50,27.41177124215408,6,2
Under 18,24.4810724423153,7,2
18-25,30.29016005604379,7,2
26-35,36.62066383451285,8,3
18-25,20.444055734374476,5,2
18-25,25.271393236362357,6,3
26-35,25.356409637101862,6,2
36-50,22.871464933593334,6,2
36-50,15.226844936426755,3,1
26-35,23.20403866981842,5,2
26-35,10.641878390259816,3,1
18-25,19.037636759694173,5,1
26-35,35.56034209081252,7,3
18-25,25.44550476215464,8,3
18-25,20.785736964880012,6,2
26-35,23.383641144488855,5,1
26-35,20.677440359931268,4,1
18-25,13.570429191665085,2,1
50+,22.093344590648215,4,1
Under 18,9.254762578982131,2,1
18-25,9.09393648121424,2,1
Under 18,26.330504690580085,7,2
36-50,23.247118610285156,5,2
26-35,25.358602390425766,6,3
18-25,21.449424088208144,5,3
26-35,41.080685702400565,10,4
18-25,20.39227175172879,6,2
36-50,23.75974323278951,5,2
18-25,34.40640624682807,10,4
18-25,19.554861651474216,5,2
50+,26.63158971645646,7,4
18-25,5.250915288042201,1,1
Under 18,11.866838856551894,2,1
26-35,19.65622465528059,4,2
50+,20.919958934715005,6,3
18-25,32.41793296067498,8,2
Under 18,15.864265515785736,4,2
18-25,26.84776692882103,7,3
26-35,42.8978005954834,10,5
18-25,30.95332471467726,6,3
26-35,21.769012805029202,4,2
50+,22.342814203455344,5,2
18-25,22.375846759518247,4,2
18-25,15.383842302051132,4,1
18-25,22.991051804671937,4,1
Under 18,16.6833306841395,5,2
36-50,22.746121895028583,6,3
18-25,10.35121602357535,2,1
18-25,7.659483091662315,2,1
26-35,22.707704857633683,7,2
18-25,22.226990933802018,6,2
26-35,15.977090547437166,5,2
Under 18,23.68406678070654,5,1
36-50,22.256497075183507,4,1
50+,21.251258440916423,6,2
26-35,32.5651084428716,7,2
50+,24.71788321479627,7,2
18-25,24.22290442609422,5,1
18-25,17.93314961337917,4,1
26-35,26.510902032738073,8,3
26-35,43.63344744937359,8,3
18-25,26.898252982825362,8,3
18-25,20.500752452629932,4,1
Under 18,18.946263357716344,4,1
18-25,15.812324433544326,3,1
18-25,11.689610131867582,3,1
26-35,38.66490695920064,8,3
18-25,23.349493336105333,5,1
Under 18,11.118020951040727,3,1
26-35,23.99729127436031,5,3
26-35,35.16390774155272,9,3
36-50,19.318359054574604,3,1
26-35,18.484106665367925,3,1
18-25,22.497381532376373,5,2
36-50,25.94890229910051,6,2
26-35,21.434536801491255,5,2
Under 18,15.80322990214061,4,1
26-35,28.68469693691201,7,3
50+,12.375773367875611,3,1
18-25,16.23258625882799,3,1
18-25,19.15748526332643,4,2
Under 18,25.173224370351708,5,2
18-25,17.00628840175219,4,1
18-25,23.943008334925175,5,2
26-35,34.32828004999403,7,4
Under 18,16.4549336919421,3,1
50+,34.11464221242776,10,3
36-50,30.51747345052602,6,2
26-35,27.179626410340084,5,1
36-50,20.909280867346233,5,2
Under 18,16.11276080120549,4,1
18-25,31.628890085786377,10,4
26-35,26.683997650615243,5,2
36-50,13.367084214840057,2,1
36-50,11.727269606005079,2,1
18-25,20.787091615524062,4,1
50+,18.672226849082065,5,2
Under 18,13.581204622713546,4,2
36-50,12.91337907489269,3,1
50+,8.184555519735879,2,1
18-25,14.6846895017481,4,1
26-35,22.098015560453053,5,3
Under 18,24.842398648007563,7,2
18-25,19.087662287348564,6,2
26-35,33.51189782809256,8,3
26-35,29.840571968085484,7,3
50+,20.566150304216382,5,2
26-35,32.83398915439978,9,4
18-25,10.293138048526993,2,1
36-50,18.782536895173052,4,1
50+,30.007072636741597,6,2
Under 18,6.656410358498022,1,1
50+,16.511037309673103,3,1
Under 18,23.333040636896136,5,1
36-50,10.738378145039931,3,1
18-25,14.731237678173592,3,1
Under 18,33.9719742632286,9,4
18-25,21.193083413672408,6,2
26-35,20.404380786521706,6,2
18-25,21.47329113652452,5,2
Under 18,15.965489379022323,3,1
26-35,38.700172677511446,8,3
50+,13.044864934124853,3,1
18-25,16.340454808301335,4,1
18-25,9.554447894331046,2,1
18-25,17.931883776960802,4,1
Under 18,18.7780394877846,5,2
36-50,29.173843983370595,8,2
36-50,15.899612980745907,3,1
26-35,28.86902806374865,5,2
18-25,20.60708990522534,4,1
36-50,10.644970766943493,2,1
26-35,19.19759440384876,5,1
36-50,17.40962861157916,4,1
26-35,38.46431528327593,8,3
36-50,25.274361253906555,6,2
26-35,26.157362988331876,7,2
18-25,0.0,1,1
50+,8.458652972606018,2,1
26-35,30.822304255510723,9,5
26-35,31.256342340850708,9,4
18-25,14.804262571094057,4,1
26-35,25.221425686286185,8,5
26-35,24.65410787569756,7,3
18-25,21.186121451769203,5,2
Under 18,17.39596826951857,5,1
26-35,31.52294731564562,8,3
36-50,28.636658252114596,5,2
26-35,17.323068960063857,4,2
18-25,11.639391577851976,2,1
26-35,18.631086149518147,6,3
Under 18,20.34102613223518,4,1
18-25,22.489418684064724,5,2
18-25,25.519150035046493,7,2
18-25,26.79995320289175,8,3
18-25,22.537140261865005,5,2
18-25,21.60714278305449,4,2
Under 18,31.54226855033715,9,3
18-25,20.035000269646773,4,1
26-35,29.72037463881258,6,2
18-25,22.24178252631538,4,2
18-25,18.787695131742026,4,1
36-50,21.000473404408574,4,1
Under 18,29.253697369242886,6,2
26-35,24.27815754948416,5,2
Under 18,17.531315898628616,4,1
Under 18,14.840609876549223,3,1
26-35,28.380283398840273,6,3
26-35,20.902895746915938,6,3
36-50,23.99076693309694,6,2
26-35,26.421789920108893,5,2
50+,15.863059906561613,4,2
Under 18,10.230910407029622,2,1
Under 18,12.795429825266403,2,1
Under 18,13.896899347498039,4,1
18-25,12.971790269755743,3,1
26-35,28.64214259135353,6,2
26-35,42.03340277339092,11,3
Under 18,16.42306947371953,4,2
50+,16.078626602620325,4,1
36-50,18.492504715081715,5,1
18-25,26.00373732440733,7,4
Under 18,22.984498022753666,6,2
18-25,19.883608044911515,4,1
Under 18,11.508219727148036,2,1
Under 18,13.225663618266228,3,1
26-35,26.402348604465015,5,2
18-25,21.563011032967545,5,1
18-25,19.887234956239887,5,2
50+,21.32463563630152,5,1
26-35,15.219381042863937,4,1
50+,19.51794938579981,4,1
Under 18,21.73590425467701,6,3
18-25,13.29442546930945,3,1
26-35,20.160802227180376,4,1
Under 18,24.851906329826313,6,2
Under 18,12.029858462949463,2,1
26-35,44.71016855936506,10,5
26-35,29.446092807134026,8,2
18-25,19.598642325463608,3,1
18-25,18.234933659398965,4,1
18-25,25.517410490493653,6,2
Under 18,17.1205532788256,4,2
18-25,17.40778619392256,3,1
18-25,30.16811792348602,6,2
Under 18,16.699087035941957,3,1
50+,18.680406742526973,5,1
26-35,18.918303392423816,5,1
26-35,27.07232381990167,5,2
18-25,24.06430104108038,5,2
18-25,31.78026856434273,6,3
18-25,13.438557770191743,3,1
Under 18,9.864880569933511,2,1
18-25,18.132465773525794,4,2
36-50,18.297316055883492,4,1
26-35,24.876423691567258,6,3
26-35,29.175906606918307,6,3
18-25,35.85516153076478,10,3
50+,15.74257321372778,3,1
Under 18,4.527174187129434,1,1
18-25,18.334163453446088,3,1
18-25,22.453693653063073,7,2
36-50,16.182215559637516,4,1
50+,19.168412264573085,5,2
18-25,20.962370747414347,4,1
36-50,23.559110463993516,6,2
36-50,26.747931724779143,5,2
18-25,19.421161009643313,5,1
18-25,23.832763595543117,6,2
18-25,7.407271969387782,2,1
50+,13.188103541036668,4,1
18-25,17.609259683517585,3,1
36-50,15.969225159902336,3,1
18-25,20.046172014781156,4,1
26-35,22.25005361938077,6,3
18-25,16.814062072947145,3,1
26-35,32.070438375143794,6,3
36-50,22.502930747887735,6,3
36-50,15.497740584054643,3,1
36-50,18.380065691926582,5,2
Under 18,25.272542918574782,7,3
26-35,26.59767484975181,5,1
Under 18,28.37158115279128,5,2
18-25,25.92596370873823,6,2
26-35,21.887464568813165,5,2
18-25,30.04855914235711,8,4
26-35,37.14252259359405,8,5
50+,9.072902213410806,1,1
Under 18,20.222465740643564,5,1
26-35,20.601284076191767,4,2
18-25,18.176669402677195,3,1
Under 18,14.286944364499178,3,1
18-25,13.410053824064672,2,1
50+,22.505866197661245,6,2
36-50,14.991630642599393,3,1
50+,18.466772833700112,4,1
50+,11.254314551474199,3,1
18-25,28.885840683545744,6,3
18-25,20.210236983017488,4,1
26-35,30.962337477438076,6,2
18-25,21.3657404684002,4,1
18-25,18.227290899309423,5,2
18-25,20.478596306405265,6,2
26-35,37.05866735615816,7,2
26-35,17.82058671280954,3,1
18-25,2.154557402838165,1,1
18-25,14.491946998419197,4,1
26-35,15.32730029062886,3,1
26-35,32.74411571599143,9,3
18-25,18.76989492922722,4,1
26-35,31.61960867239546,7,4
Under 18,20.223241074954345,4,2
18-25,20.060732292778987,4,2
36-50,22.98366971996015,5,1
26-35,36.84019428639749,11,5
18-25,21.305693020990972,5,3
26-35,33.87335879824079,8,3
26-35,33.36131094733742,8,3
36-50,21.020250511505065,5,1
26-35,24.408523865583504,7,2
26-35,21.97757867333378,6,2
18-25,28.982240580449105,8,4
Under 18,13.412565884374004,3,1
18-25,14.939057903223182,4,1
18-25,18.06629175377585,5,1
26-35,15.81478135878918,4,2
26-35,20.26964173032769,4,1
18-25,27.952463345731484,6,2
Under 18,24.559839537214064,8,2
18-25,17.05481863603622,5,2
18-25,25.619802383434344,6,3
26-35,41.65526454942335,10,5
Under 18,22.191783250033808,6,2
26-35,36.36287567546613,9,5
50+,22.257944083985183,6,2
18-25,17.93894122060045,5,2
18-25,21.381085787998835,6,2
Under 18,23.68397726882101,7,4
26-35,19.040242050623096,5,3
26-35,4.126010757246405,1,1
18-25,14.161471059846725,3,1
26-35,7.734872412383439,1,1
36-50,17.49127944015246,4,2
18-25,8.047888176267836,2,1
Under 18,26.160760928525246,8,2
36-50,14.904414995597715,4,2
26-35,29.352864711625752,7,3
36-50,26.59961237904084,7,2
26-35,30.612070189521475,8,3
36-50,10.789982895612575,2,1
18-25,27.85851076781535,7,4
26-35,28.36270692841178,8,3
50+,22.02132870601217,5,2
26-35,39.63901015362948,12,4
18-25,25.560324959747135,6,3
18-25,11.721431583353873,2,1
18-25,24.572984085941755,6,2
18-25,9.47468174354722,2,1
18-25,19.559240668136084,4,1
26-35,20.974169601758703,6,2
26-35,25.081204322892145,7,2
18-25,9.433204797483958,2,1
26-35,13.844967389054197,4,1
Under 18,16.854533094866174,3,1
Under 18,18.442338248307504,5,2
18-25,17.0194344478303,5,2
26-35,36.60361998415369,7,3
18-25,22.965494871203394,6,2
18-25,22.77334021831567,5,3
18-25,17.323813610465905,4,1
36-50,13.64900896191699,2,1
Under 18,19.971154506113187,4,1
26-35,39.458159729199565,10,3
26-35,26.795037023073228,5,2
36-50,28.67915456341136,6,2
50+,24.19695443524762,5,3
Under 18,23.91678881263609,6,2
18-25,21.54191780213825,6,3
36-50,16.07361111574197,5,3
18-25,18.540870009186587,4,1
26-35,22.11283811049923,6,2
26-35,27.63996445956918,8,3
26-35,13.68746714027852,2,1
50+,15.313546521741065,3,1
50+,20.02007945058204,5,2
26-35,19.383081443205306,5,2
18-25,13.590731723514095,3,1
36-50,17.25150966711687,3,1
Under 18,18.093134346306915,4,1
18-25,3.3351588856399133,1,1
36-50,17.523045924032786,3,1
18-25,26.669272481738403,5,2
18-25,22.267150062845765,4,1
Under 18,22.94027004761014,6,3
36-50,11.033853004516804,2,1
26-35,21.686408175552994,5,2
26-35,24.07296757950984,7,2
18-25,23.250531268690583,5,2
36-50,28.665133107372903,7,4
36-50,27.72835549480127,8,2
18-25,15.902375231189502,4,1
18-25,16.0626245680937,3,1
18-25,29.88411192342933,8,5
50+,16.199647088565282,3,1
26-35,16.33924239130358,3,1
50+,16.964340709984782,4,1
18-25,29.44551852500073,6,2
36-50,16.570772938959383,4,2
36-50,19.426720841357835,4,1
26-35,18.091912806859337,3,1
50+,22.78197164362835,5,2
18-25,22.014978444147665,5,2
Under 18,26.481161710523374,7,2
26-35,37.5201510524426,9,4
26-35,12.90318576818182,2,1
26-35,18.926789021123746,4,1
18-25,16.965346582449804,3,1
26-35,25.550706876991576,5,2
18-25,23.541283254593417,6,2
18-25,16.55982460714531,3,1
26-35,19.464467771027977,4,1
26-35,32.65327545777455,7,3
18-25,23.822682642274703,7,2
18-25,22.211172469444655,5,2
18-25,4.979687255864999,1,1
18-25,28.446735489283387,9,4
36-50,23.103814845915927,4,2
50+,17.190104080219335,3,1
18-25,14.264671508273835,3,1
36-50,18.202513683665902,4,1
36-50,16.65451546265232,3,1
36-50,10.014550750846944,3,1
18-25,14.277347393624016,4,2
50+,10.004810514584111,2,1
18-25,19.57672889149028,6,2
18-25,11.944673930706573,2,1
Under 18,25.109538623781184,6,3
18-25,8.34975515703652,1,1
Under 18,28.363214644385575,7,4
18-25,25.85630427626656,5,1
18-25,12.53634996268092,4,1
36-50,21.434397113481378,5,2
36-50,16.87373297082923,4,2
18-25,24.050195418553756,7,3
36-50,32.799140938921056,6,2
36-50,29.08638406664092,5,2
36-50,17.873631268315776,5,2
Under 18,20.802442304027206,5,2
26-35,37.17809859122312,11,4
50+,20.62135382869175,6,2
26-35,33.08090183910878,7,4
18-25,24.558599862302017,5,1
26-35,25.61006591699003,6,2
26-35,24.44427572201192,7,2
26-35,15.31276878333157,3,1
Under 18,14.63929710041803,3,1
18-25,13.68736513856097,3,1
36-50,19.891921756332394,5,2
36-50,22.597288132712162,5,2
Under 18,19.24446129558087,4,2
50+,19.07931903159292,3,1
18-25,24.64964643999308,5,2
26-35,21.675314596345768,4,1
36-50,26.427979823055004,7,3
36-50,28.829001304939034,7,2
